City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing
Chennai,3,"Olympia Opaline Sequel, Navalur, Chennai",45000,1600 sqft,Flat,Furnished,
Chennai,3,Otteri Extension Chennai,30000,1800 sqft,Villa,Semi-Furnished,
Chennai,2,Pattabiram Chennai,15000,1000 sqft,House,Semi-Furnished,
Chennai,3,"Besant Nagar, Chennai",95000,1900 sqft,Flat,Unfurnished,North
Chennai,6,"Ramaniyam Isha, Thoraipakkam, Chennai",1.3 Lac,3300 sqft,Flat,Unfurnished,East
Chennai,3,"Appaswamy Platina, Kottivakkam, Chennai",1.3 Lac,1900 sqft,Flat,Semi-Furnished,East
Chennai,2,Chennai,45000,1050 sqft,Flat,Semi-Furnished,West
Chennai,3,"Brigade Residences, Perungudi, Chennai",1.3 Lac,1800 sqft,Flat,Semi-Furnished,South
Chennai,2,"Arcade, Anna Nagar, Chennai",25000,700 sqft,Flat,Furnished,East
Chennai,1,Moorthy Nagar Padi Chennai,12000,550 sqft,House,Semi-Furnished,
Chennai,4,"Adyar, Chennai",1.5 Lac,2380 sqft,Flat,Semi-Furnished,East
Chennai,3,Chennai,72000,2200 sqft,Flat,Semi-Furnished,East
Chennai,4,Neelankarai Chennai,1.7 Lac,4500 sqft,House,Semi-Furnished,
Chennai,4,"Gandhi Nagar Adyar, Chennai",1.7 Lac,3000 sqft,Flat,Unfurnished,
Chennai,5,Injambakkam Chennai,3.5 Lac,7200 sqft,House,Semi-Furnished,East
Chennai,2,Iyyappanthangal Chennai,22000,1300 sqft,House,Semi-Furnished,North
Chennai,5,"Hiranandani Oceanic, Egattur, Chennai",1.5 Lac,2977 sqft,Flat,Furnished,West
Chennai,3,"Alwartirunagar, Chennai",37000,1700 sqft,Flat,Semi-Furnished,West
Chennai,2,"Alliance Orchid Springs, Korattur, Chennai",32000,1336 sqft,Flat,Semi-Furnished,East
Chennai,2,"Chromepet, Chennai",15000,900 sqft,Flat,Semi-Furnished,North
Chennai,3,"TVH Quadrant, Adyar, Chennai",1.8 Lac,2300 sqft,Flat,Furnished,South
Chennai,3,"Brigade Residences, Perungudi, Chennai",1.5 Lac,1925 sqft,Flat,Unfurnished,North - East
Chennai,2,"Selvi Nagar Guduvancheri, Chennai",12000,859 sqft,Flat,Unfurnished,North
Chennai,3,"Appaswamy Altezza, Kottivakkam, Chennai",85000,1800 sqft,Flat,Semi-Furnished,West
Chennai,2,"Sunstone Apartment, Ambattur, Chennai",19000,975 sqft,Flat,Semi-Furnished,East
Chennai,3,"Boat Club Road, Chennai",3 Lac,2957 sqft,Flat,Semi-Furnished,West
Chennai,3,"Doshi Risington, Karapakkam, Chennai",52000,1564 sqft,Flat,Furnished,West
Chennai,7,Injambakkam Chennai,4 Lac,9000 sqft,Villa,Semi-Furnished,North - West
Chennai,3,"Besant Nagar, Chennai",1.4 Lac,2000 sqft,Flat,Semi-Furnished,West
Chennai,3,"Godrej Azure, Padur, Chennai",40000,800 sqft,Flat,Furnished,South - East
Chennai,3,"Anna Nagar West, Chennai",60000,2100 sqft,Flat,Semi-Furnished,East
Chennai,2,"Annanagar East, Chennai",35000,950 sqft,Flat,Semi-Furnished,North
Chennai,2,"Akshaya Tango, Kotturpuram, Chennai",1.6 Lac,1250 sqft,Flat,Furnished,South
Chennai,4,Neelankarai Chennai,50000,1900 sqft,House,Semi-Furnished,East
Chennai,2,"Radha Nagar Nesamani Nagar, Chennai",17000,700 sqft,Flat,Unfurnished,North
Chennai,4,"Anna Nagar, Chennai",1.4 Lac,3400 sqft,Flat,Furnished,North
Chennai,1,"Prestige Bella Vista, Iyyappanthangal, Chennai",27000,600 sqft,Flat,Furnished,East
Chennai,2,"Ramaniyam Sarovar, Velachery, Chennai",26000,964 sqft,Flat,Semi-Furnished,South
Chennai,3,"Anna Nagar, Chennai",1 Lac,2100 sqft,Flat,Semi-Furnished,East
Chennai,2,Chennai,21000,1000 sqft,Flat,Semi-Furnished,South
Chennai,4,"Nahar Tower Of Adyar, Adyar, Chennai",1.5 Lac,1703 sqft,Flat,Semi-Furnished,East
Chennai,3,"Alaka Palazzo, Poonamallee, Chennai",45000,1669 sqft,Flat,Semi-Furnished,North - East
Chennai,4,"Virugambakkam, Chennai",50000,2100 sqft,Flat,Semi-Furnished,North
